"Aircraft ID","ETMS Flight_Index","Unique Flight_ID","Date","Departure Airport","Departure Date (GMT)","Departure Time (GMT)","Arrival Airport","Arrival Date (GMT)","Arrival Time (GMT)","User Class","Aircraft Type"
"N50BH","199704","20020102050448","37258","HPN","20020102","0.27013888888889","SCH","20020102","0.29236111111111","General Aviation","GLF3"
"N540EA","217526","20020102051027","37258","BDR","20020102","0.54166666666667","MYNN","20020102","0.66458333333333","General Aviation","GLF2"
"N614RD","233790","20020102052149","37258","OGG","20020102","0.81180555555556","SLC","20020103","0.024305555555556","General Aviation","GLF4"
"N620DS","236614","20020102052237","37258","VNY","20020102","0.85277777777778","EGE","20020102","0.92083333333333","General Aviation","GLF4"
"N620DS","242977","20020102052238","37258","EGE","20020102","0.93958333333333","HOU","20020103","0.017361111111111","General Aviation","GLF4"
"N63MU","43123","20020102052503","37258","ABQ","20020102","0.03125","GJT","20020102","0.06875","General Aviation","GLF4"
"N63MU","230646","20020102052504","37258","GJT","20020102","0.70833333333333","ASE","20020102","0.72708333333333","General Aviation","GLF4"
"N727PX","229114","20020102053836","37258","PBI","20020102","0.75416666666667","VNY","20020102","0.98402777777778","General Aviation","B721"
"N776MA","50161","20020102054501","37258","MTN","20020102","0.56805555555556","TNCM","20020102","0.70416666666667","General Aviation","GLF2"
"N776MA","204408","20020102054502","37258","TNCM","20020102","0.84166666666667","MIA","20020102","0.96805555555556","General Aviation","GLF2"
"N982RK","39818","20020102057286","37258","TEB","20020102","0.041666666666667","ROC","20020102","0.073611111111111","General Aviation","G3"
"N982RK","236400","20020102057287","37258","ROC","20020102","0.79583333333333","BLM","20020102","0.83055555555556","General Aviation","GLF3"
"N987SA","30968","20020102057344","37258","FRG","20020102","0.00625","1B1","20020102","0.01875","General Aviation","GLF2"
"N1HC","40235","20020103126867","37259","TUL","20020103","0.55902777777778","MCO","20020103","0.64583333333333","General Aviation","GLF5"
"N1HC","49334","20020103126868","37259","MCO","20020103","0.66319444444444","TUL","20020103","0.76388888888889","General Aviation","GLF5"
"N368CE","19083","20020103129973","37259","VNY","20020103","0.22430555555556","LAS","20020103","0.25625","General Aviation","B733"
"N614RD","46792","20020103134074","37259","SLC","20020103","0.53194444444444","TUL","20020103","0.61319444444444","General Aviation","GLF4"
"N63MU","249160","20020103134453","37259","HPN","20020103","0.066666666666667","ELM","20020103","0.1","General Aviation","G4"
"N727NK","42009","20020103135777","37259","MIA","20020103","0.82916666666667","BOS","20020103","0.93125","General Aviation","B722"
"N776MA","14457","20020103136433","37259","MIA","20020103","0.03125","EWR","20020103","0.11875","General Aviation","GLF2"
"N776MA","239423","20020103136439","37259","MIA","20020103","0.03125","TEB","20020103","0.12222222222222","General Aviation","GLF2"
"N776MA","16046","20020103136434","37259","EWR","20020103","0.14097222222222","MTN","20020103","0.16041666666667","General Aviation","GLF2"
"N776MA","52670","20020103136435","37259","MTN","20020103","0.69791666666667","PWM","20020103","0.74305555555556","General Aviation","GLF2"
"N776MA","58477","20020103136438","37259","PWM","20020103","0.78472222222222","MTN","20020103","0.83125","General Aviation","GLF2"
"N789DK","47372","20020103136622","37259","GJT","20020103","0.59027777777778","ASE","20020103","0.60694444444444","General Aviation","GLF4"
"N789DK","54722","20020103136623","37259","ASE","20020103","0.66597222222222","DAL","20020103","0.73125","General Aviation","GLF4"
"N982RK","12075","20020103139291","37259","DET","20020103","0.22986111111111","GSO","20020103","0.28125","General Aviation","GLF3"
"N540EA","127103","20020104220682","37260","BDR","20020104","0.54305555555556","MYNN","20020104","0.65486111111111","General Aviation","GLF2"
"N620DS","125793","20020104222206","37260","HOU","20020104","0.54236111111111","LEE","20020104","0.60763888888889","General Aviation","GLF4"
"N620DS","133655","20020104222207","37260","LEE","20020104","0.68611111111111","FPR","20020104","0.70833333333333","General Aviation","GLF4"
"N620DS","141398","20020104222208","37260","FPR","20020104","0.89097222222222","HOU","20020104","0.99166666666667","General Aviation","GLF4"
"N63MU","145258","20020104222554","37260","ELM","20020104","0.76527777777778","BGM","20020104","0.78125","General Aviation","GLF4"
"N63MU","145259","20020104222555","37260","BGM","20020104","0.78680555555556","ITH","20020104","0.79166666666667","General Aviation","GLF4"
"N63MU","149957","20020104222557","37260","ITH","20020104","0.80416666666667","ROC","20020104","0.81736111111111","General Aviation","GLF4"
"N63MU","150192","20020104222558","37260","ROC","20020104","0.83402777777778","ELM","20020104","0.85416666666667","General Aviation","GLF4"
"N727PX","97182","20020104224159","37260","VNY","20020104","0.21597222222222","HNL","20020104","0.44236111111111","General Aviation","B721"
"N727PX","117130","20020104224160","37260","HNL","20020104","0.49722222222222","NFFN","20020104","0.75416666666667","General Aviation","B721"
"N982RK","142434","20020104228502","37260","GSO","20020104","0.74791666666667","ASE","20020104","0.88958333333333","General Aviation","GLF3"
"N288KA","212251","20020105297071","37261","KOA","20020105","0.76875","SBA","20020105","0.96944444444444","General Aviation","GLF3"
"N288KA","227782","20020105297072","37261","SBA","20020105","0.99513888888889","MMU","20020106","0.1875","General Aviation","GLF3"
"N379P","220642","20020105298707","37261","IAD","20020105","0.72013888888889","JNX","20020105","0.75","General Aviation","GLF5"
"N620DS","180899","20020105303062","37261","HOU","20020105","0.015277777777778","VNY","20020105","0.14375","General Aviation","GLF4"
"N727NK","185879","20020105304789","37261","BOS","20020105","0.17916666666667","MIA","20020105","0.29305555555556","General Aviation","B722"
"N789DK","209607","20020105305865","37261","DAL","20020105","0.64236111111111","ASE","20020105","0.72361111111111","General Aviation","GLF4"
"N789DK","216870","20020105305866","37261","ASE","20020105","0.84097222222222","DAL","20020105","0.90763888888889","General Aviation","G4"
"N789DK","225283","20020105305867","37261","DAL","20020105","0.94722222222222","PTK","20020106","0.03125","General Aviation","G4"
"N288KA","227791","20020106364171","37262","MMU","20020106","0.23819444444444","PNE","20020106","0.25","General Aviation","GLF3"
"N357PR","32123","20020106365218","37262","HEF","20020106","0.84861111111111","AGC","20020106","0.87222222222222","General Aviation","GLF3"
"N357PR","43230","20020106365220","37262","AGC","20020106","0.91944444444444","PSP","20020107","0.10069444444444","General Aviation","G3"
"N50BH","19319","20020106367416","37262","SCH","20020106","0.55138888888889","BUR","20020106","0.76944444444444","General Aviation","GLF3"
"N540EA","24549","20020106367920","37262","BDR","20020106","0.70208333333333","RAP","20020106","0.84444444444444","General Aviation","GLF2"
"N540EA","32312","20020106367921","37262","RAP","20020106","0.86388888888889","SUN","20020106","0.92361111111111","General Aviation","GLF2"
"N620DS","27862","20020106368909","37262","VNY","20020106","0.8125","EGE","20020106","0.89236111111111","General Aviation","GLF4"
"N620DS","35116","20020106368910","37262","EGE","20020106","0.95138888888889","TEB","20020107","0.098611111111111","General Aviation","GLF4"
"N789DK","38254","20020106370955","37262","PTK","20020106","0.95277777777778","DAL","20020107","0.045833333333333","General Aviation","GLF4"
"N982RK","26464","20020106373251","37262","ASE","20020106","0.75416666666667","GSO","20020106","0.87083333333333","General Aviation","GLF3"
"N375NW","98643","20020107434687","37263","TEB","20020107","0.72916666666667","ASE","20020107","0.87986111111111","General Aviation","GLF3"
"N375NW","102542","20020107434688","37263","ASE","20020107","0.99513888888889","VNY","20020108","0.066666666666667","General Aviation","GLF3"
"N620DS","53043","20020107438480","37263","TEB","20020107","0.12777777777778","VNY","20020107","0.33680555555556","General Aviation","GLF4"
"N727NK","92574","20020107440002","37263","MIA","20020107","0.86041666666667","EWR","20020107","0.95","General Aviation","B722"
"N88ZL","57540","20020107442110","37263","CYVR","20020107","0.083333333333333","EGLL","20020107","0.46180555555556","General Aviation","B703"
"N88ZL","90972","20020107442111","37263","EGLL","20020107","0.53263888888889","LFSB","20020107","0.61597222222222","Other",""
"N50BH","195981","20020108498776","37264","BUR","20020108","0.94166666666667","SCH","20020109","0.12708333333333","General Aviation","GLF3"
"N70HS","169425","20020108517392","37264","IAD","20020108","0.63263888888889","RIC","20020108","0.64930555555556","General Aviation","F900"
"N70HS","169451","20020108517393","37264","RIC","20020108","0.66041666666667","IAD","20020108","0.67708333333333","General Aviation","F900"
"N789DK","195656","20020108524400","37264","DAL","20020108","0.97291666666667","SAT","20020109","0.0027777777777778","General Aviation","GLF4"
"N85VM","117027","20020108531182","37264","SCH","20020108","0.014583333333333","PBI","20020108","0.13263888888889","General Aviation","GLF4"
"N85VM","173241","20020108531187","37264","PBI","20020108","0.59861111111111","PHF","20020108","0.66041666666667","General Aviation","GLF4"
"N85VM","173377","20020108531188","37264","PHF","20020108","0.68472222222222","GFL","20020108","0.73402777777778","General Aviation","GLF4"
"N85VM","197378","20020108531190","37264","GFL","20020108","0.84305555555556","BED","20020108","0.86527777777778","General Aviation","G4"
"N987SA","185926","20020108539397","37264","FRG","20020108","0.82430555555556","1B1","20020108","0.84097222222222","General Aviation","GLF2"
"N379P","60032","20020109582717","37265","JNX","20020109","0.62777777777778","IAD","20020109","0.65833333333333","General Aviation","G5"
"N379P","71226","20020109582718","37265","IAD","20020109","0.70902777777778","HECA","20020110","0.13194444444444","General Aviation","GLF5"
"N5117H","49658","20020109595294","37265","SCH","20020109","0.46388888888889","STT","20020109","0.61875","General Aviation","GLF2"
"N5117H","57716","20020109595295","37265","STT","20020109","0.66111111111111","ALB","20020109","0.80277777777778","General Aviation","GLF2"
"N5117H","68866","20020109595296","37265","STT","20020109","0.66111111111111","1B1","20020109","0.80902777777778","General Aviation","GLF2"
"N620DS","83746","20020109606566","37265","VNY","20020109","0.96111111111111","LAS","20020109","0.99236111111111","General Aviation","GLF4"
"N70HS","52465","20020109615475","37265","IAD","20020109","0.55069444444444","TEB","20020109","0.58333333333333","General Aviation","F900"
"N70HS","71858","20020109615476","37265","TEB","20020109","0.88333333333333","IAD","20020109","0.91388888888889","General Aviation","F900"
"N727NK","205063","20020109617405","37265","EWR","20020109","0.18125","MIA","20020109","0.28263888888889","General Aviation","B722"
"N776MA","72480","20020109621504","37265","MTN","20020109","0.81527777777778","IAD","20020109","0.82916666666667","General Aviation","GLF2"
"N776MA","76046","20020109621505","37265","IAD","20020109","0.90902777777778","LAS","20020110","0.12361111111111","General Aviation","GLF2"
"N789DK","61149","20020109622946","37265","SAT","20020109","0.65902777777778","DAL","20020109","0.68888888888889","General Aviation","G4"
"N789DK","74139","20020109622947","37265","DAL","20020109","0.86180555555556","SFO","20020110","0.0069444444444444","General Aviation","G4"
"N85VM","82816","20020109629067","37265","BED","20020109","0.87777777777778","1B1","20020109","0.90208333333333","General Aviation","GLF4"
"N85VM","98928","20020109629068","37265","1B1","20020109","0.97569444444444","IAD","20020110","0.014583333333333","General Aviation","GLF4"
"N123TL","168694","20020110654939","37266","SFO","20020110","0.79027777777778","SFO","20020110","0.8","General Aviation","GLF3"
"N1HC","135629","20020110662290","37266","TUL","20020110","0.52777777777778","EGE","20020110","0.59583333333333","General Aviation","GLF5"
"N1HC","144811","20020110662291","37266","EGE","20020110","0.6625","UGN","20020110","0.75","General Aviation","GLF5"
"N5117H","138534","20020110691624","37266","1B1","20020110","0.51388888888889","BED","20020110","0.53263888888889","General Aviation","GLF2"
"N5117H","143121","20020110691625","37266","BED","20020110","0.56736111111111","GFL","20020110","0.59513888888889","General Aviation","GLF2"
"N5117H","176278","20020110691627","37266","GFL","20020110","0.84305555555556","PHF","20020110","0.8875","General Aviation","GLF2"
"N5117H","184379","20020110691628","37266","PHF","20020110","0.92361111111111","PBI","20020110","0.99444444444444","General Aviation","GLF2"
"N620DS","155020","20020110703720","37266","LAS","20020110","0.80625","VNY","20020110","0.83680555555556","General Aviation","GLF4"
"N776MA","159023","20020110718542","37266","LAS","20020110","0.66805555555556","BUR","20020110","0.7","General Aviation","GLF2"
"N776MA","151839","20020110718541","37266","BUR","20020110","0.73194444444444","LAX","20020110","0.74027777777778","General Aviation","GLF2"
"N789DK","84510","20020110719534","37266","SFO","20020110","0.025","SNA","20020110","0.071527777777778","General Aviation","G4"
"N789DK","104647","20020110719535","37266","SNA","20020110","0.088888888888889","SAN","20020110","0.1","General Aviation","G4"
"N789DK","171771","20020110719536","37266","SAN","20020110","0.86041666666667","BZN","20020110","0.95833333333333","General Aviation","GLF4"
"N789DK","187823","20020110719537","37266","BZN","20020110","0.98194444444444","SFO","20020111","0.06875","General Aviation","GLF4"
"N1HC","247647","20020111756423","37267","UGN","20020111","0.84027777777778","EGE","20020111","0.93611111111111","General Aviation","GLF5"
"N1HC","6948","20020111756422","37267","EGE","20020111","0.95069444444444","TUL","20020112","0.015972222222222","General Aviation","GLF5"
"N368CE","175705","20020111770232","37267","LAS","20020111","0.061805555555556","EWR","20020111","0.26388888888889","General Aviation","B733"
"N368CE","241309","20020111770233","37267","EWR","20020111","0.65555555555556","MCO","20020111","0.76666666666667","General Aviation","B733"
"N375NW","9309","20020111770629","37267","VNY","20020111","0.79305555555556","FAT","20020111","0.83194444444444","General Aviation","G3"
"N375NW","4538","20020111770628","37267","VNY","20020111","0.79305555555556","SFO","20020111","0.83402777777778","General Aviation","G3"
"N375NW","255074","20020111770631","37267","FAT","20020111","0.84861111111111","SFO","20020111","0.87430555555556","General Aviation","GLF3"
"N375NW","2913","20020111770626","37267","SFO","20020111","0.90347222222222","EUG","20020111","0.95416666666667","General Aviation","GLF3"
"N727NK","230362","20020111806328","37267","MIA","20020111","0.76388888888889","PHX","20020111","0.94583333333333","General Aviation","B722"
"N776MA","192440","20020111810998","37267","LAX","20020111","0.15208333333333","CRQ","20020111","0.16875","General Aviation","GLF2"
"N776MA","254620","20020111810999","37267","CRQ","20020111","0.77152777777778","LAX","20020111","0.78680555555556","General Aviation","GLF2"
"N776MA","9635","20020111810997","37267","LAX","20020111","0.95486111111111","IAD","20020112","0.13611111111111","General Aviation","GLF2"
"N787WH","245820","20020111812376","37267","FLL","20020111","0.66875","TLH","20020111","0.71111111111111","General Aviation","B73Q"
"N787WH","6616","20020111812375","37267","TLH","20020111","0.85138888888889","FLL","20020111","0.89236111111111","General Aviation","B73Q"
"N789DK","127","20020111812470","37267","SFO","20020111","0.84722222222222","LAX","20020111","0.88680555555556","General Aviation","GLF4"
"N789DK","307","20020111812471","37267","LAX","20020111","0.90069444444444","SNA","20020111","0.91319444444444","General Aviation","GLF4"
"N1HC","36301","20020112848019","37268","TUL","20020112","0.078472222222222","TEB","20020112","0.17916666666667","General Aviation","GLF5"
"N776MA","31506","20020112886478","37268","IAD","20020112","0.15694444444444","MTN","20020112","0.16597222222222","General Aviation","GLF2"
"N85VM","50663","20020112893655","37268","EGSS","20020112","0.40694444444444","SCH","20020112","0.94791666666667","General Aviation","GLF4"
"N375NW","16424","20020113933465","37269","EUG","20020113","0.92569444444444","HWD","20020113","0.97361111111111","General Aviation","GLF3"
"N5117H","129362","20020113941619","37269","PBI","20020113","0.55277777777778","MIA","20020113","0.56666666666667","General Aviation","GLF2"
"N5117H","132120","20020113941620","37269","MIA","20020113","0.65625","FRG","20020113","0.75069444444444","General Aviation","GLF2"
"N5117H","137612","20020113941621","37269","FRG","20020113","0.79375","SCH","20020113","0.81597222222222","General Aviation","GLF2"
"N727NK","100525","20020113954497","37269","PHX","20020113","0.23472222222222","OAK","20020113","0.30625","General Aviation","B722"
"N789DK","138993","20020113958293","37269","SNA","20020113","0.93263888888889","KOA","20020114","0.15763888888889","General Aviation","GLF4"
"N982RK","128239","20020113971582","37269","GSO","20020113","0.53819444444444","ASE","20020113","0.69027777777778","General Aviation","GLF3"
"N982RK","136576","20020113971583","37269","ASE","20020113","0.75069444444444","TEB","20020113","0.88333333333333","General Aviation","GLF3"
"N982RK","144923","20020113971584","37269","TEB","20020113","0.90416666666667","GSO","20020113","0.95486111111111","General Aviation","GLF3"
"N1454","47337","20020114985979","37270","TTN","20020114","0.47430555555556","EWR","20020114","0.48958333333333","General Aviation","GLF3"
"N1454","49660","20020114985980","37270","EWR","20020114","0.52777777777778","DAL","20020114","0.66875","General Aviation","GLF3"
"N1454","77535","20020114985981","37270","DAL","20020114","0.88958333333333","EWR","20020115","0.0055555555555556","General Aviation","GLF3"
"N375NW","10994","20020114001996","37270","HWD","20020114","0.027083333333333","FAT","20020114","0.051388888888889","General Aviation","GLF3"
"N375NW","15580","20020114001997","37270","FAT","20020114","0.060416666666667","VNY","20020114","0.088888888888889","General Aviation","GLF3"
"N614RD","77811","20020114019472","37270","TUL","20020114","0.81180555555556","TUL","20020114","0.87291666666667","General Aviation","GLF4"
"N776MA","25255","20020114031912","37270","MTN","20020114","0.040972222222222","IAD","20020114","0.057638888888889","General Aviation","GLF2"
"N776MA","58442","20020114031913","37270","IAD","20020114","0.54236111111111","MDW","20020114","0.60833333333333","General Aviation","GLF2"
"N776MA","80934","20020114031915","37270","MDW","20020114","0.79930555555556","STL","20020114","0.83194444444444","General Aviation","GLF2"
"N776MA","100844","20020114031916","37270","STL","20020114","0.99513888888889","RIC","20020115","0.051388888888889","General Aviation","GLF2"
"N1454","87685","20020115065403","37271","EWR","20020115","0.032638888888889","TTN","20020115","0.050694444444444","General Aviation","GLF3"
"N379P","121465","20020115083099","37271","EGPK","20020115","0.60902777777778","IAD","20020115","0.91388888888889","General Aviation","GLF5"
"N379P","15778","20020115083097","37271","IAD","20020115","0.96944444444444","JNX","20020115","0.99652777777778","General Aviation","GLF5"
"N727NK","106995","20020115116046","37271","OAK","20020115","0.30694444444444","LAX","20020115","0.34930555555556","General Aviation","B722"
"N776MA","152489","20020115120170","37271","RIC","20020115","0.65763888888889","ORF","20020115","0.66944444444444","General Aviation","GLF2"
"N776MA","165444","20020115120171","37271","ORF","20020115","0.79097222222222","GSO","20020115","0.82013888888889","General Aviation","GLF2"
"N776MA","4499","20020115120167","37271","GSO","20020115","0.97013888888889","RIC","20020115","0.99097222222222","General Aviation","GLF2"
"N368CE","70304","20020116175789","37272","MCO","20020116","0.67430555555556","MIA","20020116","0.70486111111111","General Aviation","B733"
"N5117H","78819","20020116190807","37272","SCH","20020116","0.76805555555556","BAF","20020116","0.78333333333333","General Aviation","G2"
"N5117H","79403","20020116190808","37272","BAF","20020116","0.78958333333333","SCH","20020116","0.80277777777778","General Aviation","G2"
"N614RD","82492","20020116202436","37272","TUL","20020116","0.94236111111111","SLC","20020117","0.04375","General Aviation","GLF4"
"N70HS","62186","20020116211028","37272","IAD","20020116","0.55694444444444","FRG","20020116","0.58819444444444","General Aviation","F900"
"N776MA","4597","20020116218658","37272","RIC","20020116","0.013194444444444","APA","20020116","0.17708333333333","General Aviation","GLF2"
"N987SA","74001","20020116236328","37272","1B1","20020116","0.74513888888889","BOS","20020116","0.76944444444444","General Aviation","GLF2"
"N987SA","73914","20020116236327","37272","BOS","20020116","0.83541666666667","IAD","20020116","0.8875","General Aviation","GLF2"
"N1454","143048","20020117250573","37273","TTN","20020117","0.50069444444444","TEB","20020117","0.51527777777778","General Aviation","GLF3"
"N1454","146024","20020117250574","37273","TEB","20020117","0.54375","CEF","20020117","0.56666666666667","General Aviation","GLF3"
"N1454","149460","20020117250575","37273","CEF","20020117","0.67083333333333","CON","20020117","0.69097222222222","General Aviation","GLF3"
"N1454","176430","20020117250578","37273","MHT","20020117","0.74375","PSM","20020117","0.75625","General Aviation","GLF3"
"N1454","154142","20020117250577","37273","PSM","20020117","0.93402777777778","BOS","20020117","0.95","General Aviation","GLF3"
"N1HC","167554","20020117256129","37273","TUL","20020117","0.67777777777778","HOU","20020117","0.73055555555556","General Aviation","GLF5"
"N375NW","132350","20020117271788","37273","VNY","20020117","0.17708333333333","ATL","20020117","0.30763888888889","General Aviation","GLF4"
"N375NW","192974","20020117271789","37273","ATL","20020117","0.98472222222222","IAD","20020118","0.036805555555556","General Aviation","GLF3"
"N375NW","207584","20020117271790","37273","ATL","20020117","0.98472222222222","MDW","20020118","0.045833333333333","General Aviation","GLF3"
"N5117H","172899","20020117331801","37273","SCH","20020117","0.72083333333333","LGA","20020117","0.74305555555556","General Aviation","GLF2"
"N620DS","111267","20020117325135","37273","VNY","20020117","0.12013888888889","FAR","20020117","0.23611111111111","General Aviation","GLF4"
"N63MU","142778","20020117326242","37273","ELM","20020117","0.48958333333333","SYR","20020117","0.50347222222222","General Aviation","GLF4"
"N727NK","119404","20020117331686","37273","LAX","20020117","0.31041666666667","PDX","20020117","0.39513888888889","General Aviation","B722"
"N776MA","104740","20020117334711","37273","APA","20020117","0.010416666666667","IAD","20020117","0.11527777777778","General Aviation","GLF2"
"N776MA","116894","20020117334712","37273","IAD","20020117","0.13680555555556","TEB","20020117","0.16388888888889","General Aviation","GLF2"
"N776MA","196313","20020117334713","37273","TEB","20020117","0.99375","DTW","20020118","0.054166666666667","General Aviation","GLF2"
"N1454","4972","20020118345775","37274","BOS","20020118","0.81319444444444","HYA","20020118","0.82777777777778","General Aviation","GLF3"
"N1454","17892","20020118345777","37274","HYA","20020118","0.91388888888889","TTN","20020118","0.95277777777778","General Aviation","GLF3"
"N368CE","252473","20020118366414","37274","MIA","20020118","0.59722222222222","BED","20020118","0.71319444444444","General Aviation","B733"
"N368CE","14803","20020118366413","37274","BED","20020118","0.82986111111111","EWR","20020118","0.8625","General Aviation","B733"
"N379P","26830","20020118366920","37274","JNX","20020118","0.91944444444444","IAD","20020118","0.95208333333333","General Aviation","G5"
"N50BH","410","20020118381912","37274","SCH","20020118","0.70416666666667","BED","20020118","0.72638888888889","General Aviation","GLF3"
"N50BH","254262","20020118381915","37274","BED","20020118","0.76666666666667","ASE","20020118","0.95208333333333","General Aviation","GLF3"
"N5117H","15030","20020118382471","37274","MDSD","20020118","0.83402777777778","ILM","20020118","0.94375","General Aviation","GLF2"
"N5117H","15023","20020118382470","37274","ILM","20020118","0.96111111111111","SCH","20020119","0.020833333333333","General Aviation","GLF2"
"N614RD","10189","20020118395014","37274","SLC","20020118","0.85555555555556","SDL","20020118","0.90138888888889","General Aviation","GLF4"
"N70HS","178400","20020118403697","37274","FRG","20020118","0.036805555555556","IAD","20020118","0.072916666666667","General Aviation","F900"
"N727NK","213413","20020118405711","37274","PDX","20020118","0.30555555555556","MIA","20020118","0.50138888888889","General Aviation","B722"
"N776MA","2127","20020118409511","37274","DTW","20020118","0.67222222222222","MSP","20020118","0.74722222222222","General Aviation","GLF2"
"N776MA","27684","20020118409512","37274","MSP","20020118","0.93680555555556","IAD","20020119","0.00625","General Aviation","GLF2"
"N789DK","186613","20020118410598","37274","KOA","20020118","0.0055555555555556","SNA","20020118","0.20416666666667","General Aviation","GLF4"
"N789DK","225695","20020118410599","37274","KOA","20020118","0.0055555555555556","VNY","20020118","0.21041666666667","General Aviation","GLF4"
"N85VM","22234","20020118416190","37274","SCH","20020118","0.89791666666667","BED","20020118","0.91944444444444","General Aviation","GLF4"
"N85VM","31081","20020118416191","37274","BED","20020118","0.99444444444444","PBI","20020119","0.11111111111111","General Aviation","GLF4"
"N987SA","179094","20020118425972","37274","IAD","20020118","0.011805555555556","PVD","20020118","0.047222222222222","General Aviation","GLF2"
"N987SA","202533","20020118425973","37274","PVD","20020118","0.072222222222222","1B1","20020118","0.086111111111111","General Aviation","GLF2"
"N368CE","75913","20020119448890","37275","EWR","20020119","0.64166666666667","MCO","20020119","0.75","General Aviation","B733"
"N375NW","47302","20020119449176","37275","MDW","20020119","0.12916666666667","MIA","20020119","0.22708333333333","General Aviation","GLF3"
"N379P","44764","20020119449228","37275","IAD","20020119","0.01875","HECA","20020119","0.42638888888889","General Aviation","GLF5"
"N776MA","27778","20020119469580","37275","IAD","20020119","0.020138888888889","MTN","20020119","0.028472222222222","General Aviation","GLF2"
"N789DK","52156","20020119470261","37275","VNY","20020119","0.34166666666667","DAL","20020119","0.43402777777778","General Aviation","GLF4"
"N375NW","137928","20020120520109","37276","MIA","20020120","0.8375","ATL","20020120","0.90138888888889","General Aviation","GLF3"
"N379P","98795","20020120520187","37276","LIRA","20020120","0.27638888888889","IAD","20020120","0.68888888888889","General Aviation","GLF5"
"N379P","144521","20020120520188","37276","IAD","20020120","0.74027777777778","JNX","20020120","0.77083333333333","General Aviation","G5"
"N379P","149760","20020120520190","37276","JNX","20020120","0.82361111111111","BQK","20020120","0.87083333333333","General Aviation","GLF5"
"N5117H","139326","20020120528804","37276","SCH","20020120","0.73055555555556","BED","20020120","0.75347222222222","General Aviation","GLF2"
"N5117H","143193","20020120528805","37276","BED","20020120","0.82083333333333","ACK","20020120","0.83680555555556","General Aviation","GLF2"
"N727NK","145189","20020120543028","37276","MIA","20020120","0.82777777777778","BKL","20020120","0.92361111111111","General Aviation","B722"
"N123TL","226618","20020121569649","37277","SFO","20020121","0.90277777777778","TEB","20020122","0.088194444444444","General Aviation","GLF3"
"N5117H","208820","20020121599683","37277","ACK","20020121","0.72569444444444","IAD","20020121","0.78263888888889","General Aviation","GLF2"
"N614RD","223693","20020121608830","37277","SDL","20020121","0.99444444444444","SLC","20020122","0.04375","General Aviation","GLF4"
"N63MU","217791","20020121610733","37277","SYR","20020121","0.73125","ELM","20020121","0.74861111111111","General Aviation","GLF4"
